Student ID , Full Name,SEX , Programme ,Faculty/School,Age ,Region ,Year Level,Fees Paid GHS,Admission Status ,Phone Number,Email 
UCC03862,Student_1843,,,School of Medical Sciences,20.0,Central,100,3966.46,active,0242393663,student1843@ucc.edu.gh
UCC03863,Student_1844,Male ,BA Economics,Faculty of Education,24.0,Volta,400,4593.14,withdrawn,0245793061,student1844@ucc.edu.gh
UCC03864,Student_1845,Male ,BSc Nursing,School of Business,,Upper East,100,4091.24,Graduated,0242711359,
UCC03865,Student_1846,F,BSc. Data Science,Faculty of Education,,Eastern,200,,Graduated,0241818628,student1846@ucc.edu.gh
UCC03866,Student_1847,Male ,BSc Data Science,School of Economics,,Volta,400,4939.85,Graduated,0248516336,student1847@ucc.edu.gh
UCC03867,Student_1848,female,BSc Information Technology,School of Economics,23.0,Ahafo,300,5991.46,,0244026886,student1848@ucc.edu.gh
UCC03868,Student_1849,Male ,Nursing,School of Economics,27.0,Western North,200,3861.04,active,0244385912,student1849@ucc.edu.gh
UCC03869,Student_1850,M,BCom Accounting,School of Agriculture,24.0,Greater Accra,200,,Active,0246364092,student1850@ucc.edu.gh
UCC03870,Student_1851,Male ,Nursing,Faculty of Science and Technology,21.0,Bono,200,4401.43,Active,0248341970,student1851@ucc.edu.gh
UCC03871,Student_1852,female,BSc Information Technology,Faculty of Education,24.0,Ahafo,200,3650.94,Graduated,0243573130,student1852@ucc.edu.gh
UCC03872,Student_1853,Female,BA Econ,School of Agriculture,23.0,Greater Accra,100,4005.08,,0247827871,student1853@ucc.edu.gh
UCC03873,Student_1854,female,BSc Information Technology,School of Medical Sciences,23.0,Greater Accra,100,5949.17,withdrawn,0241930231,student1854@ucc.edu.gh
UCC03874,Student_1855,F,BSc Data Science,School of Medical Sciences,24.0,Oti,200,3554.16,,0246926683,student1855@ucc.edu.gh
UCC03875,Student_1856,male,BSc Nursing,School of Economics,25.0,Bono,400,7207.33,withdrawn,0243055689,student1856@ucc.edu.gh
UCC03876,Student_1857,female,BA Econ,Faculty of Education,26.0,Western North,200,4966.83,Deferred,0249984101,student1857@ucc.edu.gh
UCC03877,Student_1858,F,BCom Accounting,School of Agriculture,23.0,Eastern,300,2762.64,withdrawn,0241072997,student1858@ucc.edu.gh
UCC03878,Student_1859,F,BSc Data Science,School of Business,18.0,Western,200,3555.74,Graduated,0245062883,student1859@ucc.edu.gh
UCC03879,Student_1860,Male ,info tech,Faculty of Education,23.0,Bono East,100,5788.5,Deferred,0241984780,student1860@ucc.edu.gh
UCC03880,Student_1861,Male ,BSc. Data Science,School of Medical Sciences,22.0,Volta,300,3049.92,Graduated,0242613361,student1861@ucc.edu.gh
UCC03881,Student_1862,F,BSc Information Technology,School of Economics,,Bono East,400,5593.66,,0247753122,student1862@ucc.edu.gh
UCC03882,Student_1863,Female,BSc Data Science,Faculty of Education,19.0,Northern,200,3396.05,,0242368936,student1863@ucc.edu.gh
UCC03883,Student_1864,M,BA Econ,Faculty of Science and Technology,24.0,Upper West,300,5239.85,Active,0249598712,student1864@ucc.edu.gh
UCC03884,Student_1865,Female,BSc. Data Science,School of Economics,23.0,Greater Accra,200,6380.59,Graduated,0245411440,student1865@ucc.edu.gh
UCC03885,Student_1866,F,Nursing,Faculty of Science and Technology,19.0,Western North,400,5254.49,Deferred,0249289255,student1866@ucc.edu.gh
UCC03886,Student_1867,Male ,BSc. Data Science,School of Agriculture,16.0,Eastern,400,5822.64,Graduated,0241688747,student1867@ucc.edu.gh
UCC03887,Student_1868,female,BA Geography,School of Economics,25.0,Upper East,300,5672.13,active,0248004688,student1868@ucc.edu.gh
UCC03888,Student_1869,M,,School of Medical Sciences,19.0,Western North,400,3430.98,,0242027649,student1869@ucc.edu.gh
UCC03889,Student_1870,male,BSc Data Science,School of Business,18.0,Northern,300,3347.57,Deferred,0248354532,student1870@ucc.edu.gh
UCC03890,Student_1871,Female,BA Economics,Faculty of Education,21.0,Upper West,400,2686.14,withdrawn,0244419326,
UCC03891,Student_1872,female,BSc Agriculture,School of Agriculture,26.0,Bono,100,5171.35,Active,0244561935,student1872@ucc.edu.gh
UCC03892,Student_1873,Male ,BA Economics,Faculty of Education,23.0,Upper East,300,4679.76,withdrawn,0242590794,student1873@ucc.edu.gh
UCC03893,Student_1874,female,BSc Agriculture,School of Economics,24.0,Bono East,200,3603.16,Graduated,0240990925,student1874@ucc.edu.gh
UCC03894,Student_1875,female,BA Economics,School of Agriculture,22.0,Volta,300,5200.88,withdrawn,0241796106,student1875@ucc.edu.gh
UCC03895,Student_1876,Male ,BEd Mathematics,School of Business,23.0,Volta,400,6727.99,Deferred,0246297746,student1876@ucc.edu.gh
UCC03896,Student_1877,female,Nursing,School of Business,22.0,Northern,400,5628.24,active,0242528607,student1877@ucc.edu.gh
UCC03897,Student_1878,F,,School of Agriculture,21.0,Bono East,400,6446.91,withdrawn,0248910385,student1878@ucc.edu.gh
UCC03898,Student_1879,Female,BEd Mathematics,School of Medical Sciences,20.0,Greater Accra,200,4336.69,Graduated,0249764455,student1879@ucc.edu.gh
UCC03899,Student_1880,M,,Faculty of Science and Technology,22.0,Northern,200,5010.14,withdrawn,0244728484,student1880@ucc.edu.gh
UCC03900,Student_1881,Female,BA Econ,Faculty of Education,30.0,Bono East,400,5183.31,withdrawn,0242814263,student1881@ucc.edu.gh
UCC03901,Student_1882,,,School of Economics,24.0,Northern,100,5815.37,Deferred,0247047156,student1882@ucc.edu.gh
UCC03902,Student_1883,Male ,info tech,School of Business,20.0,Western,300,2961.08,Graduated,0245925629,student1883@ucc.edu.gh
UCC03903,Student_1884,M,BEd Mathematics,Faculty of Education,18.0,Western North,400,6604.21,Graduated,0241206325,student1884@ucc.edu.gh
UCC03904,Student_1885,F,BA Geography,Faculty of Education,22.0,Greater Accra,100,5081.84,active,0242928149,student1885@ucc.edu.gh
UCC03905,Student_1886,Male ,info tech,Faculty of Education,17.0,Bono East,200,6367.34,Deferred,0249153607,student1886@ucc.edu.gh
UCC03906,Student_1887,F,BEd Mathematics,School of Agriculture,25.0,Western North,400,6066.35,,0241367848,student1887@ucc.edu.gh
UCC03907,Student_1888,male,info tech,School of Business,16.0,Bono,300,2234.69,Deferred,0248267094,student1888@ucc.edu.gh
UCC03908,Student_1889,male,BSc Data Science,School of Medical Sciences,22.0,Eastern,300,5200.37,Active,0240211340,student1889@ucc.edu.gh
UCC03909,Student_1890,male,BSc Nursing,Faculty of Education,17.0,Bono,200,5389.73,active,0245435175,student1890@ucc.edu.gh
UCC03910,Student_1891,M,Nursing,School of Business,24.0,Greater Accra,400,4539.55,active,0242313837,student1891@ucc.edu.gh
UCC03911,Student_1892,,,School of Business,20.0,Ahafo,400,4811.24,Graduated,0242418896,student1892@ucc.edu.gh
UCC03912,Student_1893,Female,BSc Information Technology,School of Economics,,Greater Accra,400,3744.58,Graduated,0241358530,student1893@ucc.edu.gh
UCC03913,Student_1894,Female,BEd Mathematics,School of Medical Sciences,16.0,Bono,100,4614.34,active,0246652465,student1894@ucc.edu.gh
UCC03914,Student_1895,male,BEd Mathematics,School of Medical Sciences,26.0,Northern,100,,Deferred,0246409419,student1895@ucc.edu.gh
UCC03915,Student_1896,male,,School of Medical Sciences,24.0,Eastern,400,4180.18,Active,0249135469,
UCC03916,Student_1897,F,BA Econ,School of Agriculture,22.0,Greater Accra,300,4360.62,Graduated,0247907299,student1897@ucc.edu.gh
UCC03917,Student_1898,,,School of Business,20.0,Northern,100,1967.21,Active,0241141327,student1898@ucc.edu.gh
UCC03918,Student_1899,female,BA Economics,School of Business,22.0,Eastern,300,4177.47,active,0248531721,student1899@ucc.edu.gh
UCC03919,Student_1900,,BEd Mathematics,School of Medical Sciences,25.0,Oti,100,3708.28,Deferred,0243128609,student1900@ucc.edu.gh
UCC03920,Student_1901,,BEd Mathematics,School of Agriculture,20.0,Savannah,200,3800.57,Active,0244480096,student1901@ucc.edu.gh
UCC03921,Student_1902,female,BCom Accounting,School of Business,22.0,Ashanti,200,3142.64,,0246736501,student1902@ucc.edu.gh
UCC03922,Student_1903,Female,,School of Medical Sciences,22.0,Western,200,4521.27,withdrawn,0247567441,student1903@ucc.edu.gh
UCC03923,Student_1904,Female,BSc. Data Science,School of Economics,23.0,Eastern,300,3735.66,active,0243168137,student1904@ucc.edu.gh
UCC03924,Student_1905,male,BSc Agriculture,Faculty of Science and Technology,18.0,Eastern,300,3719.08,Deferred,0248376435,student1905@ucc.edu.gh
UCC03925,Student_1906,Female,BA Economics,School of Agriculture,27.0,Ashanti,400,4945.76,active,0245125323,student1906@ucc.edu.gh
UCC03926,Student_1907,female,info tech,Faculty of Science and Technology,25.0,Greater Accra,400,6752.91,active,0245205185,student1907@ucc.edu.gh
UCC03927,Student_1908,,BCom Accounting,Faculty of Science and Technology,17.0,Volta,200,4958.5,Active,0240347288,student1908@ucc.edu.gh
UCC03928,Student_1909,male,BSc Data Science,Faculty of Science and Technology,16.0,Upper East,200,6086.35,Active,0249436856,student1909@ucc.edu.gh
UCC03929,Student_1910,male,BA Econ,School of Economics,27.0,Northern,100,4684.31,withdrawn,0240310693,student1910@ucc.edu.gh
UCC03930,Student_1911,M,BSc. Data Science,School of Business,23.0,Upper West,200,7771.32,Graduated,0241461627,student1911@ucc.edu.gh
UCC03931,Student_1912,Male ,BSc Nursing,School of Economics,17.0,Western North,200,3453.74,withdrawn,0246085351,student1912@ucc.edu.gh
UCC03932,Student_1913,female,BSc Agriculture,Faculty of Education,21.0,Oti,200,2408.22,,0241794605,student1913@ucc.edu.gh
UCC03933,Student_1914,male,BEd Mathematics,School of Agriculture,22.0,Bono East,300,,Deferred,0249696928,student1914@ucc.edu.gh
UCC03934,Student_1915,female,BCom Accounting,School of Business,25.0,Savannah,300,5681.85,Deferred,0248486681,student1915@ucc.edu.gh
UCC03935,Student_1916,M,BSc Nursing,School of Medical Sciences,26.0,Central,200,2630.1,active,0249477243,student1916@ucc.edu.gh
UCC03936,Student_1917,,BSc Agriculture,Faculty of Education,23.0,Eastern,100,4621.54,Active,0243150798,student1917@ucc.edu.gh
UCC03937,Student_1918,M,BSc Information Technology,Faculty of Education,22.0,Ahafo,100,6954.53,active,0244505048,student1918@ucc.edu.gh
UCC03938,Student_1919,male,BSc Agriculture,School of Agriculture,21.0,North East,400,5871.06,Graduated,0244232395,student1919@ucc.edu.gh
UCC03939,Student_1920,female,info tech,School of Economics,27.0,Upper East,200,2948.72,active,0242460259,student1920@ucc.edu.gh
UCC03940,Student_1921,female,BA Economics,Faculty of Education,21.0,Upper West,300,2366.1,,0241761431,student1921@ucc.edu.gh
UCC03941,Student_1922,female,BSc Nursing,School of Economics,24.0,Northern,200,6741.64,Deferred,0243891995,student1922@ucc.edu.gh
UCC03942,Student_1923,M,BCom Accounting,Faculty of Education,19.0,Ahafo,100,3781.19,,0243738926,student1923@ucc.edu.gh
UCC03943,Student_1924,F,Nursing,School of Economics,18.0,Upper West,300,5961.85,Deferred,0244028844,
UCC03944,Student_1925,F,info tech,School of Business,23.0,Bono East,300,5653.02,,0243331620,student1925@ucc.edu.gh
UCC03945,Student_1926,female,Nursing,Faculty of Education,21.0,Eastern,300,4770.8,withdrawn,0249288960,student1926@ucc.edu.gh
UCC03946,Student_1927,female,BA Economics,School of Economics,18.0,Upper West,400,3900.94,,0245901256,student1927@ucc.edu.gh
UCC03947,Student_1928,Male ,BA Geography,Faculty of Science and Technology,21.0,Oti,200,6588.28,active,0247865491,student1928@ucc.edu.gh
UCC03948,Student_1929,male,BSc Data Science,Faculty of Science and Technology,30.0,Ahafo,200,2107.7,Active,0247491299,student1929@ucc.edu.gh
UCC03949,Student_1930,M,BSc Agriculture,Faculty of Education,22.0,Bono,200,6115.35,Graduated,0246974979,student1930@ucc.edu.gh
UCC03950,Student_1931,Male ,BSc Nursing,School of Agriculture,22.0,Volta,100,,Graduated,0249511737,student1931@ucc.edu.gh
UCC03951,Student_1932,female,BCom Accounting,School of Economics,22.0,Greater Accra,300,3885.28,,0248585270,student1932@ucc.edu.gh
UCC03952,Student_1933,Female,BA Economics,School of Business,26.0,Western North,300,4654.36,Active,0245299286,student1933@ucc.edu.gh
UCC03953,Student_1934,F,,School of Agriculture,22.0,Western,100,6153.04,Graduated,0241539636,student1934@ucc.edu.gh
UCC03954,Student_1935,F,BCom Accounting,School of Agriculture,23.0,North East,400,3302.67,,0245768384,student1935@ucc.edu.gh
UCC03955,Student_1936,Male ,BA Econ,Faculty of Education,25.0,Upper West,100,5197.83,,0248326342,student1936@ucc.edu.gh
UCC03956,Student_1937,F,BSc Nursing,School of Business,27.0,North East,300,5517.86,Active,0245301739,student1937@ucc.edu.gh
UCC03957,Student_1938,F,BA Geography,School of Economics,20.0,Central,400,,Active,0241361502,
UCC03958,Student_1939,Female,BSc. Data Science,Faculty of Science and Technology,19.0,Ahafo,400,3473.64,withdrawn,0248470329,student1939@ucc.edu.gh
UCC03959,Student_1940,male,BSc Data Science,School of Economics,20.0,Ahafo,300,3812.27,,0248620492,student1940@ucc.edu.gh
UCC03960,Student_1941,female,BA Econ,School of Agriculture,25.0,North East,100,6937.12,active,0241244973,student1941@ucc.edu.gh
UCC03961,Student_1942,,BSc Information Technology,School of Business,25.0,Central,200,5932.3,Deferred,0241779708,student1942@ucc.edu.gh
UCC03962,Student_1943,Male ,BSc Information Technology,Faculty of Science and Technology,23.0,Western,200,5518.95,Deferred,0243377532,student1943@ucc.edu.gh
UCC03963,Student_1944,Female,BSc Data Science,Faculty of Education,26.0,Savannah,200,7355.65,,0244767038,student1944@ucc.edu.gh
UCC03964,Student_1945,M,BCom Accounting,Faculty of Science and Technology,25.0,Northern,100,3853.53,active,0245977473,student1945@ucc.edu.gh
UCC03965,Student_1946,M,info tech,School of Agriculture,21.0,Ahafo,300,4780.03,Graduated,0245655747,student1946@ucc.edu.gh
UCC03966,Student_1947,Female,BSc Agriculture,School of Agriculture,18.0,Ashanti,100,4856.98,Active,0248324994,student1947@ucc.edu.gh
UCC03967,Student_1948,female,BSc Information Technology,Faculty of Education,21.0,Bono East,200,6283.97,Deferred,0246298598,student1948@ucc.edu.gh
UCC03968,Student_1949,M,BSc Data Science,School of Agriculture,24.0,Oti,200,2837.45,withdrawn,0240191736,student1949@ucc.edu.gh
UCC03969,Student_1950,Female,BA Econ,Faculty of Education,24.0,Savannah,200,4899.55,Graduated,0243379329,student1950@ucc.edu.gh
UCC03970,Student_1951,F,,Faculty of Science and Technology,17.0,Western North,100,4797.54,withdrawn,0248240854,student1951@ucc.edu.gh
UCC03971,Student_1952,male,info tech,Faculty of Science and Technology,16.0,Greater Accra,100,5788.62,Deferred,0243719470,student1952@ucc.edu.gh
UCC03972,Student_1953,Male ,,School of Agriculture,25.0,Bono East,200,4278.96,active,0242694980,student1953@ucc.edu.gh
UCC03973,Student_1954,Male ,BA Econ,School of Business,25.0,North East,400,6256.84,active,0246959399,student1954@ucc.edu.gh
UCC03974,Student_1955,F,BA Geography,Faculty of Science and Technology,24.0,Western North,200,5285.26,withdrawn,0245988181,student1955@ucc.edu.gh
UCC03975,Student_1956,,BCom Accounting,School of Medical Sciences,25.0,Greater Accra,300,,,0245685792,student1956@ucc.edu.gh
UCC03976,Student_1957,female,info tech,Faculty of Science and Technology,23.0,Central,100,5492.66,Graduated,0249510524,student1957@ucc.edu.gh
UCC03977,Student_1958,male,BEd Mathematics,School of Business,18.0,Greater Accra,400,4656.6,Deferred,0245959665,student1958@ucc.edu.gh
UCC03978,Student_1959,M,BA Geography,School of Medical Sciences,22.0,North East,400,5387.3,Active,0240793091,student1959@ucc.edu.gh
UCC03979,Student_1960,,info tech,School of Medical Sciences,22.0,Bono,300,3377.66,active,0242511534,student1960@ucc.edu.gh
UCC03980,Student_1961,Male ,BSc Information Technology,School of Economics,21.0,Bono,200,4475.48,withdrawn,0247240934,student1961@ucc.edu.gh
UCC03981,Student_1962,Male ,info tech,School of Medical Sciences,21.0,Ashanti,200,6022.54,Deferred,0243871815,student1962@ucc.edu.gh
UCC03982,Student_1963,female,BSc Agriculture,School of Agriculture,22.0,Bono East,200,6486.6,Graduated,0241556942,student1963@ucc.edu.gh
UCC03983,Student_1964,male,,Faculty of Education,20.0,Savannah,300,5328.54,,0241301744,student1964@ucc.edu.gh
UCC03984,Student_1965,Female,BCom Accounting,School of Business,16.0,Bono East,100,4516.73,Active,0242050332,student1965@ucc.edu.gh
UCC03985,Student_1966,M,BSc Data Science,School of Economics,,Western,100,4141.68,Active,0243555536,student1966@ucc.edu.gh
UCC03986,Student_1967,Male ,BSc Nursing,Faculty of Science and Technology,26.0,Volta,300,3959.49,,0246154902,student1967@ucc.edu.gh
UCC03987,Student_1968,Male ,info tech,School of Medical Sciences,,Western,100,3957.31,active,0248898945,student1968@ucc.edu.gh
UCC03988,Student_1969,M,,School of Agriculture,,Upper West,300,3783.44,Active,0248338659,student1969@ucc.edu.gh
UCC03989,Student_1970,,Nursing,School of Economics,19.0,Bono East,300,4698.41,Deferred,0245432641,student1970@ucc.edu.gh
UCC03990,Student_1971,male,BA Econ,Faculty of Education,25.0,Ashanti,400,4097.33,active,0242485175,student1971@ucc.edu.gh
UCC03991,Student_1972,male,BSc. Data Science,School of Economics,24.0,Greater Accra,400,5463.11,active,0245764803,student1972@ucc.edu.gh
UCC03992,Student_1973,male,BCom Accounting,Faculty of Education,26.0,Oti,100,5232.58,active,0249812252,student1973@ucc.edu.gh
UCC03993,Student_1974,Male ,BA Geography,School of Economics,20.0,Bono,400,6117.02,,0242424217,student1974@ucc.edu.gh
UCC03994,Student_1975,Female,BSc. Data Science,School of Agriculture,23.0,Upper East,100,5479.27,Deferred,0242510721,student1975@ucc.edu.gh
UCC03995,Student_1976,F,BEd Mathematics,School of Economics,30.0,Western,300,5805.79,withdrawn,0241451508,student1976@ucc.edu.gh
UCC03996,Student_1977,,BEd Mathematics,Faculty of Science and Technology,23.0,Oti,100,3818.27,Active,0243425067,student1977@ucc.edu.gh
UCC03997,Student_1978,Male ,BA Econ,School of Agriculture,,Ahafo,400,5387.81,Active,0242137771,student1978@ucc.edu.gh
UCC03998,Student_1979,female,BSc Nursing,Faculty of Science and Technology,27.0,Ashanti,100,5099.08,withdrawn,0243906956,student1979@ucc.edu.gh
UCC03999,Student_1980,,BSc Information Technology,School of Agriculture,20.0,Central,400,2430.02,active,0249455583,student1980@ucc.edu.gh
UCC04000,Student_1981,female,Nursing,School of Agriculture,16.0,Northern,300,4733.03,Graduated,0241896456,student1981@ucc.edu.gh
UCC04001,Student_1982,Female,BA Geography,Faculty of Science and Technology,17.0,Bono East,200,3593.55,Deferred,0244457198,student1982@ucc.edu.gh
